gene	log2FC	p	padj	n
FKBP11	-0.35157904807271	0.00336292920111889	0.999985773528133	6
UGCG	-0.536210934705774	0.00338264064491338	0.999985773528133	6
CRISPLD2	1.43227395786692	0.00339886549875217	0.999985773528133	6
CKMT2	0.505723503948315	0.00344394977860625	0.999985773528133	6
ITGB1BP1	1.19726840121151	0.00349945023956514	0.999985773528133	6
FGD4	-1.09118880648136	0.00364128371170137	0.999985773528133	6
CAP2	-0.643149058002833	0.00366747045392701	0.999985773528133	6
CYP26B1	1.19634035099366	0.00368888300452577	0.999985773528133	6
HGD	-0.514592340063488	0.00381606558218661	0.999985773528133	6
GRIA3	0.45302697049018	0.00381885263142086	0.999985773528133	6
HGD	-1.00596277213799	0.00387335590433221	0.999985773528133	6
GULP1	-0.551771288251394	0.00401952670190467	0.999985773528133	6
REL	0.446184934978662	0.00413613639821688	0.999985773528133	6
GLS	-0.729071151075493	0.00423021464000202	0.999985773528133	6
SLC6A6	-0.79928497471421	0.00428670724454671	0.999985773528133	6
RGS7	-1.12274621583776	0.00428767717817962	0.999985773528133	6
GREM1	-0.637688542031286	0.00430248137960555	0.999985773528133	6
PRPH2	0.880978353272808	0.00434372826367082	0.999985773528133	6
CALD1	-0.439730327181702	0.0044391466601081	0.999985773528133	6
POPDC3	-0.638514424071724	0.00444481796663024	0.999985773528133	6
CH25H	0.558711713655986	0.00450032717716866	0.999985773528133	6
SBSPON	-2.43727053098672	0.00456017420162442	0.999985773528133	6
WNT5A	-0.877892218983087	0.00456399381204132	0.999985773528133	6
CXCL5	1.21489952171952	0.00456463605695694	0.999985773528133	6
BUB3	-0.322798612050973	0.00464155942990917	0.999985773528133	6
NALF1	-0.793332033550672	0.0046461805757782	0.999985773528133	6
TMEM200A	-0.555054763842249	0.00465499988123226	0.999985773528133	6
PGBD3	-0.662523365732824	0.00467843633276866	0.999985773528133	6
BCL2L11	0.566880060781666	0.00481795117288251	0.999985773528133	6
PRR16	-0.433637920581197	0.00483998854793688	0.999985773528133	6
PCDHB7	0.371276031006043	0.00490560590041826	0.999985773528133	6
SERINC5	0.412312408790959	0.00495877254875989	0.999985773528133	6
OR2H2	-0.329549528912776	0.00498021829037782	0.999985773528133	6
SPATA18	0.3476450632147	0.00509949511704055	0.999985773528133	6
FAM27C	0.349103516717685	0.00526977492718108	0.999985773528133	6
SMURF2	-0.371247790589767	0.00534354875612386	0.999985773528133	6
SEMA3A	-0.438746175293035	0.00536408436562163	0.999985773528133	6
PHTF2	-0.388004031299104	0.00549982571447555	0.999985773528133	6
SCD	0.664019380362288	0.00550358526943757	0.999985773528133	6
LAMA4	0.432646870755911	0.00555549567998792	0.999985773528133	6
CHI3L1	2.13994981059878	0.00574780223449922	0.999985773528133	6
CLYBL	0.353327432037699	0.00575176841068222	0.999985773528133	6
THBD	0.84366232380818	0.00577895566905045	0.999985773528133	6
SLC39A8	-0.380822997375037	0.00584769011567483	0.999985773528133	6
MAP1B	-0.482900306627775	0.00588435386787595	0.999985773528133	6
ZFHX4	-0.546922895342002	0.00588609658663778	0.999985773528133	6
KCTD16	-0.84110265254091	0.00589405207206045	0.999985773528133	6
HHIP	-2.52519184004346	0.00591068837823819	0.999985773528133	6
SLX4IP	-0.805911586157836	0.00592284860285261	0.999985773528133	6
CLIC4	-0.334627263611048	0.00592696588967088	0.999985773528133	6
PCDH7	-0.640363117907263	0.00595768796195262	0.999985773528133	6
ENO2	0.650429513565628	0.00597869061619635	0.999985773528133	6
FLT1	-0.350589325068349	0.00598082418795853	0.999985773528133	6
TIAL1	-0.354913663086829	0.0060102279548642	0.999985773528133	6
SRGN	-1.31822126574763	0.00601088795304687	0.999985773528133	6
UGCG	-0.415514824242549	0.00601244426785908	0.999985773528133	6
ARSJ	-0.483283218597908	0.00603623067281889	0.999985773528133	6
FGF18	0.78965984847825	0.00603974467505076	0.999985773528133	6
SERTAD4	-0.982326700132802	0.00607835560449123	0.999985773528133	6
JAK3	-0.303472063270444	0.00613684269503582	0.999985773528133	6
RGS4	-1.15609029982818	0.00614253585320526	0.999985773528133	6
FGF18	0.807583218281922	0.00615117926917915	0.999985773528133	6
AHR	-0.734868314841203	0.00622473480638878	0.999985773528133	6
LINC01943	0.552178261193657	0.00635445488439243	0.999985773528133	6
CCNYL1	-0.522028985117042	0.00638728190967676	0.999985773528133	6
LINC00853	0.352226673514159	0.00639059089674557	0.999985773528133	6
STX3	0.419968685995712	0.00641590684060511	0.999985773528133	6
ADGRL4	-0.374729602210131	0.0064280854078091	0.999985773528133	6
GSG1	-0.511977852049665	0.0064678679056689	0.999985773528133	6
CCN4	-0.866908565316052	0.00661684475561546	0.999985773528133	6
WDR37	0.503660603582807	0.00672702663774196	0.999985773528133	6
CACNA1A	1.21877199753863	0.00676760341746799	0.999985773528133	6
DNAJB5	0.58080538399294	0.00690103313077064	0.999985773528133	6
NLGN1	-0.918727230515803	0.00694467864981697	0.999985773528133	6
MFAP5	-0.335174677860814	0.00701609109626511	0.999985773528133	6
POU6F1	0.50724176547164	0.00702384258559411	0.999985773528133	6
MYO10	-0.610427107995108	0.00702476190863256	0.999985773528133	6
PLTP	0.611290269906538	0.00706612193969469	0.999985773528133	6
KPNB1	-0.299251820607725	0.00716818666414062	0.999985773528133	6
SOX4	0.88395943628923	0.00719845323728214	0.999985773528133	6
CHSY3	-0.617040135803726	0.00720708527259722	0.999985773528133	6
PPP1R14A	-1.48612927883191	0.00723561790093815	0.999985773528133	6
BDNF	-0.651848283589837	0.00725670905519423	0.999985773528133	6
CHI3L1	2.73648445459861	0.00731352101818861	0.999985773528133	6
ARID5B	-0.759472695748278	0.00732243688302596	0.999985773528133	6
LAMC2	0.430331638295136	0.00737713170375413	0.999985773528133	6
SCD	0.835864031226371	0.00742503541459378	0.999985773528133	6
GALNT1	-0.515813209238881	0.00753868071527543	0.999985773528133	6
ADI1	-0.489962828266913	0.00757470830664883	0.999985773528133	6
BZW1	-0.382983453320846	0.00766066564185963	0.999985773528133	6
SLC2A10	-0.354029317269407	0.00766833342809378	0.999985773528133	6
FAM3C	-0.492522073937876	0.00768134955301179	0.999985773528133	6
CASP10	-0.271536965967856	0.00776741348675238	0.999985773528133	6
MYO10	-0.727928622667633	0.00788902738321837	0.999985773528133	6
TLE2	0.410395667440078	0.00789445778478983	0.999985773528133	6
MIR155HG	1.1127581442632	0.00793954037137869	0.999985773528133	6
PRR16	-0.295699151126402	0.00796553061975118	0.999985773528133	6
HES1	0.598152064758892	0.00799550408101712	0.999985773528133	6
APOE	0.466951193316974	0.00811191248154195	0.999985773528133	6
FADS1	0.685814702932842	0.00813127881033591	0.999985773528133	6
HOXB6	0.610456752716426	0.00816581140227339	0.999985773528133	6
MYOCD	-0.930390495374027	0.00818995319673383	0.999985773528133	6
RPL14	-0.394756715222956	0.00820226963778315	0.999985773528133	6
FOXE1	-0.31690937365689	0.00827605817214353	0.999985773528133	6
FGF18	0.913633467942486	0.00828798774048188	0.999985773528133	6
NALF1	-0.647681468518444	0.0083249053318338	0.999985773528133	6
LEISA1	0.605374088515975	0.00834300882207814	0.999985773528133	6
MYCT1	-1.72952411280437	0.00835988585977725	0.999985773528133	6
ARSI	0.629882947124906	0.00836267673419379	0.999985773528133	6
KCTD16	-0.768888480933683	0.00841551082162731	0.999985773528133	6
PRKCB	-0.31503905609221	0.00863668432645383	0.999985773528133	6
ZNF469	-0.457378132900232	0.00876068856731926	0.999985773528133	6
SUGCT-AS1	0.862256095810384	0.00889160433236085	0.999985773528133	6
TRIB1	-0.361789226181649	0.00892960020579751	0.999985773528133	6
