gene	log2FC	p	padj	n
SUMO4	-23.4329800633464	6.06897743003463e-15	1.17034419015147e-12	38
OPHN1	-8.3479840819788	6.43892341745581e-15	1.2286143661918e-12	38
DCDC1	-23.3231543973844	8.16214756288552e-15	1.42955180796888e-12	38
FLJ37505	-23.3231543973844	8.16214756288552e-15	1.42955180796888e-12	38
GNAT3	-23.3141451748465	8.35949090553879e-15	1.42955180796888e-12	38
HAS1	-23.3141451748465	8.35949090553879e-15	1.42955180796888e-12	38
LOC101928694	-23.3231543973844	8.16214756288552e-15	1.42955180796888e-12	38
OC90	-23.3411691499667	7.78126327862192e-15	1.42955180796888e-12	38
OR8K5	-23.3321103521378	7.97052817190034e-15	1.42955180796888e-12	38
PTF1A	-23.3411691499667	7.78126327862192e-15	1.42955180796888e-12	38
RSPH14	-23.3500865254542	7.59926877306959e-15	1.42955180796888e-12	38
SEMG1	-23.3141451748465	8.35949090553879e-15	1.42955180796888e-12	38
ZNF296	-23.3321103521378	7.97052817190034e-15	1.42955180796888e-12	38
GHRLOS	-23.2962503823494	8.76559590689134e-15	1.47124034263166e-12	38
PLS1	-23.2993623648542	8.69227857710475e-15	1.47124034263166e-12	38
APOA1-AS	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
CHMP1B2P	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
KRTAP4-1	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
MGC15885	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
MIR4308	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
MIR5002	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
MRGPRF-AS1	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
OPN1LW	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
OR8G1	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
TACR2	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
TEKT1	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
TRAPPC3L	-23.2139730014181	1.07848845329609e-14	1.62914668274152e-12	38
ANKRD20A9P	-8.47991996327512	1.23451142239274e-14	1.84942054162918e-12	38
L2HGDH	-8.61521191151935	4.45797553778341e-14	6.62374775191802e-12	38
HIVEP1	-6.84501193913605	6.28639371179957e-14	9.26450884664966e-12	38
LOC646214	-7.90320050314709	8.57605915685948e-14	1.25369535755155e-11	38
LOC643406	-9.7413393380374	1.21076617242616e-13	1.75580467260553e-11	38
LOC101928137	-10.5516909522258	3.14441647578905e-13	4.52371725846255e-11	38
LINC00504	-7.63106030811148	3.58056648968945e-13	5.11062431170083e-11	38
__alignment_not_unique	-5.05965021357895	5.39899137079496e-13	7.64589973268751e-11	38
PARP15	-7.96735005292654	1.01208888446719e-12	1.42218102393308e-10	38
LOC101926898	-7.97671881183195	1.50904908864837e-12	2.10419483307147e-10	38
NLGN2	-8.45239436354248	2.14436554845514e-12	2.96724536617148e-10	38
ABCC9	-5.67273286341067	6.032103817084e-12	8.2836322645668e-10	38
__no_feature	-4.98427324350034	7.12113255518732e-12	9.70562179156997e-10	38
CTC1	-5.33378544258937	9.4816928942315e-12	1.27501804182715e-09	38
PIK3CG	-7.57656119830323	9.49563831007143e-12	1.27501804182715e-09	38
PRPS2	-7.97857067994437	9.64648054736534e-12	1.28574818295655e-09	38
LINC00506	-7.41836546450231	1.21188238535731e-11	1.60348846710745e-09	38
SLC30A7	-4.93974691132501	1.34845506280997e-11	1.77126412489538e-09	38
LOC648987	-9.32085091917968	2.02664927701893e-11	2.64295478018145e-09	38
EPHA4	-7.41203542487973	5.18661274146098e-11	6.71555208317594e-09	38
PDE4B	-6.88863011527796	5.36064703174011e-11	6.89166303151439e-09	38
RFX2	-8.07968140762727	6.61607375933379e-11	8.44574429827067e-09	38
CEP135	-8.84309501245246	6.93493684746838e-11	8.79088113524891e-09	38
GUSBP11	-8.18433519417136	7.32490433308763e-11	9.22073200318608e-09	38
IFT122	-5.01237334595046	8.32202395072974e-11	1.04036778037847e-08	38
PDPR	-6.0517065972432	8.93551775251982e-11	1.10941185136936e-08	38
ESRG	-9.71617700112406	9.90674889562504e-11	1.22163018524486e-08	38
RNF213	-2.92325867089294	1.02402344400669e-10	1.25422114658847e-08	38
PXMP4	-5.78453367481515	1.0359203110631e-10	1.26027701198932e-08	38
PRDM11	-9.4037129092024	1.04628392325619e-10	1.26439924512433e-08	38
MYO10	-7.65478229473505	1.23703059690776e-10	1.48501017418191e-08	38
LCK	-8.64216265316559	1.59347943470056e-10	1.90032906005375e-08	38
KNTC1	-8.81435254396859	1.86983475839746e-10	2.20184748942322e-08	38
SPC25	-10.0463954055122	1.87060469670202e-10	2.20184748942322e-08	38
SYNJ2	-8.06819869061574	1.94126356204033e-10	2.25572337109648e-08	38
TIAM2	-8.13496025627185	1.94042698705744e-10	2.25572337109648e-08	38
LPXN	-8.14580562487387	2.02282477268856e-10	2.33552513723092e-08	38
DNAH5	-10.6076358866959	2.71982852385685e-10	3.12040073746539e-08	38
DOCK5	-5.22924459924137	2.78857058164467e-10	3.17914584487251e-08	38
FOCAD	-6.68693651075515	2.87012112440355e-10	3.25166785137894e-08	38
ADAMTS13	-8.72995304797599	2.9153481876705e-10	3.28239233527349e-08	38
EDEM2	-5.55617827476115	3.40749318293214e-10	3.81281660043277e-08	38
SYNE2	-4.43764713636974	3.87006112974695e-10	4.30384037416705e-08	38
PLD1	-8.29286957904246	4.12175403871592e-10	4.55579484510997e-08	38
FGFR3	-8.79099241742476	4.37326099877051e-10	4.8044910378614e-08	38
SPATA6L	-8.61953059673297	4.80922799740216e-10	5.25161903065717e-08	38
ODF2L	-4.65497090905579	5.47761108787737e-10	5.94566803532654e-08	38
FAM71F2	-8.43421619423087	5.70648416672061e-10	6.15722848155622e-08	38
USH2A	-10.5626591633424	5.94920921386162e-10	6.38114292424081e-08	38
GOSR1	-4.85154110652373	6.0056867724365e-10	6.40382847787979e-08	38
NEK10	-9.14011483540265	6.24919596710185e-10	6.62451317518452e-08	38
TAF4B	-7.1663961809817	6.63051205919881e-10	6.98786581959865e-08	38
LCAT	-6.08736157589513	6.73667089600732e-10	7.02044550178159e-08	38
LOC101929567	-7.66208927996429	6.73888408070832e-10	7.02044550178159e-08	38
PFAS	-6.16240786746534	7.24708976347883e-10	7.5067426367189e-08	38
ZNF555	-9.06198441776476	7.36840107996421e-10	7.58903445321086e-08	38
GLI2	-8.59976512457706	7.84399312920906e-10	8.03322392390806e-08	38
CDC14A	-8.76051389296562	8.07984280565091e-10	8.22827587292326e-08	38
TMEM79	-7.52462578516688	8.95187888555568e-10	9.06540271276357e-08	38
CACNA1C	-9.62697971794036	1.0660486727105e-09	1.07357023834573e-07	38
BSN	-9.77230725602904	1.07228893928926e-09	1.07388848632577e-07	38
MAB21L3	-8.01062842696434	1.08198903904399e-09	1.07764919289837e-07	38
METTL21A	-7.07822883673163	1.16505448370328e-09	1.14776862098312e-07	38
VTI1A	-4.80792654577606	1.16380916070869e-09	1.14776862098312e-07	38
CDH19	-8.83300654386193	1.23376730214591e-09	1.20239246698919e-07	38
MYO7A	-6.65682747241332	1.23266341223812e-09	1.20239246698919e-07	38
CFLAR	-2.89918700169652	1.27411903089816e-09	1.2350778434808e-07	38
GABRA4	-9.65707736093955	1.3558937482181e-09	1.30735563691221e-07	38
SLC1A7	-9.18297221850255	1.70288408167694e-09	1.63323702373322e-07	38
BCL9	-8.88845678110127	1.7149975294473e-09	1.63619790612059e-07	38
TNC	-7.6651117724225	1.74281519150195e-09	1.65403198829088e-07	38
CCL5	-4.1861360266699	1.85872708387574e-09	1.7367600953307e-07	38
FOXK1	-5.72633945437116	1.85118397966805e-09	1.7367600953307e-07	38
NPHP4	-9.80286631974648	1.85029228495907e-09	1.7367600953307e-07	38
PTPRJ	-5.46239922796452	1.94652373187149e-09	1.80946849680177e-07	38
ZNF543	-9.19399668417246	2.01422865099309e-09	1.86285320186488e-07	38
MUC19	-11.0947134171654	2.16359606678512e-09	1.99083786307685e-07	38
TBC1D24	-5.61358474929335	2.27339783031068e-09	2.08130719545665e-07	38
TDRD5	-8.57287385682394	2.34624040140545e-09	2.13720099277772e-07	38
MGAM	-5.13506796124927	2.50011148969102e-09	2.26597604868146e-07	38
ZNF154	-8.34427172810084	2.60329318531764e-09	2.34775599852004e-07	38
ATP13A2	-5.08585613022158	2.75540215300486e-09	2.47263241720392e-07	38
TECTA	-8.92423839976768	2.82066828586232e-09	2.51873172501607e-07	38
PTGDR	-7.92917804079808	2.86764047357319e-09	2.5481234737481e-07	38
SPTLC3	-8.68141567642585	2.97057710130357e-09	2.62671468855267e-07	38
C22orf34	-8.17835750943547	3.00616204652519e-09	2.63700328815904e-07	38
SCAF8	-4.02382084824169	3.01130733518465e-09	2.63700328815904e-07	38
ABCC5	-4.48875515002247	3.50151992708696e-09	3.03694027360313e-07	38
NLRC4	-6.68821749843429	3.496365727603e-09	3.03694027360313e-07	38
DNAH7	-9.7126804972873	3.69468192251315e-09	3.18921424806647e-07	38
MED13L	-2.62675217200438	3.73800534589668e-09	3.21131862109332e-07	38
ZNF469	-8.63163221277946	3.99019892214348e-09	3.41180829536297e-07	38
DUSP7	-6.58547350286078	4.05252525765813e-09	3.44883217584831e-07	38
F5	-7.8651259735831	4.08310136134994e-09	3.45861581201824e-07	38
C1orf95	-8.34491208201783	4.25216047529957e-09	3.58506571794211e-07	38
ZNF528	-9.11339952870454	4.71277488472432e-09	3.95502177478693e-07	38
FRAS1	-9.89675308766141	5.47155223929636e-09	4.57063720929609e-07	38
MMRN1	-6.05767093227495	5.69202251945926e-09	4.73299505551551e-07	38
LOC101928600	-10.5557681615294	6.03284577060883e-09	4.99348836912449e-07	38
OPRL1	-8.80827667709118	6.47433083934525e-09	5.33455432385506e-07	38
DNHD1	-8.47758722918896	6.60479903982644e-09	5.41742951108298e-07	38
LONRF2	-9.98601310320781	6.82554916208683e-09	5.56305453813605e-07	38
ZSCAN2	-6.52340210577285	6.84372020744932e-09	5.56305453813605e-07	38
LOC440434	-8.21044816526206	8.0623214659783e-09	6.52436166132985e-07	38
HOOK3	-3.73210562077755	8.20963521958159e-09	6.61404700557135e-07	38
SLC24A4	-9.12435670352677	8.55747344920195e-09	6.86377527494176e-07	38
NRIP3	-8.31028984720673	8.7748953309065e-09	7.0071598089578e-07	38
H2AFY2	-8.60723817697258	8.84198794672075e-09	7.02976822413188e-07	38
DLG4	-7.542404338573	9.39688544266638e-09	7.41394024453842e-07	38
ZNF300	-7.93281246540451	9.40699650380006e-09	7.41394024453842e-07	38
CPAMD8	-6.90932410709662	9.7748365140611e-09	7.60465499958736e-07	38
KALRN	-6.06673774487424	9.7586777215025e-09	7.60465499958736e-07	38
NSUN7	-8.58257877794898	9.69275593990152e-09	7.60465499958736e-07	38
NTN1	-7.1467968186197	1.09259880052382e-08	8.46390532354498e-07	38
FBF1	-6.69159678635395	1.1492459079855e-08	8.83553006977306e-07	38
SPAST	-4.88884994945169	1.15032001791054e-08	8.83553006977306e-07	38
CHRM3	-8.90324422087597	1.16174658229473e-08	8.88564569504499e-07	38
RASGRP1	-9.63127279079666	1.16858473376102e-08	8.9003930541538e-07	38
FGF5	-8.02692305371977	1.24656564789908e-08	9.4546006273919e-07	38
STXBP5	-5.37350993440948	1.29799522379779e-08	9.80364975907608e-07	38
ATRNL1	-9.40877725942384	1.32107360451e-08	9.93655652653638e-07	38
UNC13C	-8.94571358008958	1.37071541444531e-08	1.02673381477893e-06	38
SMIM17	-10.8464321540401	1.38201442281549e-08	1.03093726100314e-06	38
RAB3IP	-6.07510513137703	1.39618649770555e-08	1.03300704669014e-06	38
URB2	-5.95494553728649	1.39283233282197e-08	1.03300704669014e-06	38
NRF1	-6.22988247657367	1.46158122778043e-08	1.07699524048682e-06	38
KIAA0825	-8.81285716324455	1.48887301426898e-08	1.09266401334631e-06	38
VPS13C	-3.15175034718389	1.56504508700421e-08	1.14393436661795e-06	38
ZNF836	-7.47027750051993	1.62592605792502e-08	1.18366111052236e-06	38
TRAM2	-6.41056946745895	1.63406328958983e-08	1.1848266100158e-06	38
SEC61A2	-8.96662785812862	1.70532736166241e-08	1.23157247350018e-06	38
XKR9	-10.4343434869146	1.78229581068626e-08	1.28205064128213e-06	38
PGM2L1	-9.54024957714873	1.91245853926952e-08	1.37024252732564e-06	38
LINC01000	-5.11376220737798	2.00555393737822e-08	1.43128646546673e-06	38
COL8A1	-5.43927048710574	2.06365021983739e-08	1.46697206019578e-06	38
LOC102724699	-6.28983043387526	2.0885991922046e-08	1.47315321233824e-06	38
RSAD2	-5.53433531472066	2.08774541012563e-08	1.47315321233824e-06	38
IKZF4	-6.24768848718823	2.28327998811004e-08	1.60422543970816e-06	38
ARMC7	-6.67486605395004	2.51439116965351e-08	1.75978257653704e-06	38
NT5DC3	-8.12198153026872	2.52823743129264e-08	1.76266768911698e-06	38
DNAH3	-7.85112082491807	2.76762662536832e-08	1.92217501295216e-06	38
MDN1	-6.16218689062514	2.80567677584404e-08	1.93378338082604e-06	38
RASGRP4	-6.60885579139452	2.80168248867493e-08	1.93378338082604e-06	38
C11orf72	-6.0673127154914	2.84834024330387e-08	1.95575240872611e-06	38
SLC25A13	-5.23910473610497	2.88083999129709e-08	1.97060326499028e-06	38
KMT2C	-3.34069360572835	3.14919797753375e-08	2.14607186987798e-06	38
ERG	-4.25284333164288	3.27217295955063e-08	2.22152356695784e-06	38
CDHR3	-7.86801583306693	3.36198075686708e-08	2.27397855148245e-06	38
TYK2	-3.45465237799862	3.39983522258107e-08	2.29103394348428e-06	38
PTPRN2	-5.47279379167234	3.45177455436412e-08	2.31741916099846e-06	38
LOC100505915	-10.2431653438432	3.67593312080969e-08	2.45880589228477e-06	38
ZNF34	-8.61924810944489	3.74838435309674e-08	2.49805011649208e-06	38
ARF1	-0.723311250896795	4.02199772317183e-08	2.67057702300131e-06	38
SLC17A9	-8.63496130524763	4.06292064582891e-08	2.68790374258907e-06	38
L1TD1	-10.4690632120447	4.30517549812646e-08	2.83781513652867e-06	38
ZNF714	-6.83478117826212	4.4039597474868e-08	2.89241225879324e-06	38
AGFG2	-6.19051994570233	4.7359160253708e-08	3.09920396360637e-06	38
DNAL1	-4.48751171976213	4.86918026989738e-08	3.17495074649028e-06	38
CCHCR1	-6.69022700078969	5.16567007716846e-08	3.35373649566324e-06	38
NSD1	-3.79934374007646	5.18037302800082e-08	3.35373649566324e-06	38
WSCD1	-8.31820627340483	5.22419645667608e-08	3.3700715007177e-06	38
ZNF778	-8.14386131635989	5.30595272300963e-08	3.41067393652466e-06	38
ADCY10P1	-7.2098073243706	5.33537955877022e-08	3.41387502066208e-06	38
PLEC	-2.82019798349626	5.34859880767933e-08	3.41387502066208e-06	38
ZNF678	-8.19944678746458	5.52106687581537e-08	3.51159225466334e-06	38
SEMA6A	-6.02066211561988	5.63428629593572e-08	3.57107369532961e-06	38
SKA1	-9.43149425665273	5.69122751066111e-08	3.59459515978237e-06	38
ITGAL	-5.76396681006337	5.73258153153668e-08	3.60814254938075e-06	38
APCDD1L	-9.21766418548864	5.94083240747291e-08	3.7134299672504e-06	38
NEDD4L	-3.58102016698451	5.92744142588397e-08	3.7134299672504e-06	38
LINC01530	-9.09910683128305	5.97554382412709e-08	3.72229150858941e-06	38
CPA4	-7.25368547977505	6.03088271200312e-08	3.74389763426303e-06	38
WDHD1	-9.60458604420583	6.05524412786088e-08	3.7461914780114e-06	38
CEP126	-4.52708733162628	6.15648585271272e-08	3.7821647722512e-06	38
NYNRIN	-6.22690353441341	6.17598484352819e-08	3.7821647722512e-06	38
PLXDC1	-5.91688555851963	6.16574773755699e-08	3.7821647722512e-06	38
CECR2	-9.86766596698327	6.23122540119179e-08	3.80314555041763e-06	38
MYH9	-1.97351576449635	6.57152418661847e-08	3.99738318559842e-06	38
KLHDC1	-7.92332069849262	6.59565786919225e-08	3.99864515701833e-06	38
UGT8	-10.4978259962384	6.73903786661087e-08	4.07195131360184e-06	38
SPTB	-8.13381529264164	6.7662829597581e-08	4.0748309372603e-06	38
ISPD	-8.4065065395209	6.84370983099725e-08	4.10781218895653e-06	38
PKIA	-6.17645758136869	6.88227280886681e-08	4.11732538634748e-06	38
PRKXP1	-8.08205293542251	7.00357738799967e-08	4.17611339842994e-06	38
ACOT11	-8.74764009899281	7.10188809727283e-08	4.22085001768081e-06	38
SULF1	-5.62819860616304	7.62855285826075e-08	4.51904502162394e-06	38
KIAA0754	-5.06379472739891	7.66841601221152e-08	4.5278624447348e-06	38
NBEAL2	-3.66683786377015	7.781542799741e-08	4.57974111463978e-06	38
LOC729683	-8.38601408860315	7.86758187026627e-08	4.60050505039731e-06	38
ZFP64	-7.04016491447086	7.85093739657127e-08	4.60050505039731e-06	38
FCHSD2	-4.13325799796205	8.18171178887116e-08	4.76880673944912e-06	38
S1PR5	-6.94631623453949	8.49308565210717e-08	4.93442832101752e-06	38
ANKRD32	-8.11775063758537	8.76765391247642e-08	5.07767611729904e-06	38
HECW2	-6.28200029015387	8.95468438100057e-08	5.15306551664753e-06	38
TRPM2	-6.99933158494054	8.94267427662769e-08	5.15306551664753e-06	38
SLC4A8	-8.16306301064568	8.99056648905048e-08	5.15734173250057e-06	38
ASPM	-9.71890027390966	9.11539610121517e-08	5.19606242536879e-06	38
NBPF1	-5.39056256954451	9.11298344782966e-08	5.19606242536879e-06	38
LOC101927374	-7.00635592191002	9.7017299307125e-08	5.51295481047102e-06	38
CARD14	-7.68567360331548	9.81642391664264e-08	5.56069738553066e-06	38
SCAF4	-4.68868208532754	1.00370525454666e-07	5.66796422092441e-06	38
ZNF607	-9.40784774373882	1.02274100138743e-07	5.75752364352484e-06	38
SLAMF6	-8.59809621160389	1.04080764283774e-07	5.8410898271578e-06	38
CEACAM1	-8.23796323208633	1.05968378220861e-07	5.92866911114059e-06	38
OSBPL6	-9.25064298760693	1.06858642828119e-07	5.96008190321634e-06	38
MUC16	-9.893354304781	1.07772672178716e-07	5.99262340056316e-06	38
CENPE	-8.29144073855162	1.08249447274481e-07	6.00072700533493e-06	38
MUC17	-9.34808964103942	1.09366336585016e-07	6.04415726608713e-06	38
ANO4	-9.27703847376974	1.11497304812086e-07	6.14319648732122e-06	38
ERBB3	-9.13169335500903	1.12609255589404e-07	6.18566053354281e-06	38
SGOL2	-8.90069156041663	1.13538195431174e-07	6.21784552441358e-06	38
SLC9A4	-8.09136298940228	1.1480338617915e-07	6.26819572671523e-06	38
ATP1A1	-3.02046788245044	1.15559544004016e-07	6.29053409657897e-06	38
DDX52	-4.91493898076587	1.2114074940108e-07	6.55498019221906e-06	38
DPYSL5	-9.31903196104478	1.20900735265273e-07	6.55498019221906e-06	38
FLJ42627	-6.06055456843682	1.22650400261272e-07	6.616916087905e-06	38
N4BP3	-7.91784182869558	1.23118832121078e-07	6.62247795210322e-06	38
DKFZP434L187	-8.09087043583642	1.26074044072481e-07	6.76137336361497e-06	38
POM121L10P	-10.0518414080026	1.28285020580686e-07	6.85965359311532e-06	38
DDX11L2	-7.08012244007232	1.30051410920293e-07	6.91331943035821e-06	38
NCAPD3	-7.09421529592542	1.29784459363088e-07	6.91331943035821e-06	38
KMT2D	-4.52551783492971	1.30756379992474e-07	6.93047046819759e-06	38
FAM230B	-8.68473145537657	1.32132973414201e-07	6.98301576991024e-06	38
CTAGE5	-7.33636952919196	1.32546914399583e-07	6.98452882942221e-06	38
WDR24	-6.59400857243618	1.3864015672235e-07	7.284435133061e-06	38
OBSCN	-6.82029985522895	1.40968326994335e-07	7.38535509660785e-06	38
MACC1	-8.54793573332612	1.51526317787803e-07	7.91561257215994e-06	38
ASCC3	-5.19507016326008	1.53273418479197e-07	7.98387142750689e-06	38
RFX3	-6.4475951866864	1.53865649542565e-07	7.99175538469362e-06	38
ADGRE5	-3.6650778458613	1.56459007401545e-07	8.09180587816088e-06	38
PCDH11Y	-8.58544133632011	1.56684716899347e-07	8.09180587816088e-06	38
OTOG	-10.0050305898584	1.57240978566826e-07	8.09746368886608e-06	38
BLM	-8.53137325652369	1.5769241989175e-07	8.09770678577269e-06	38
LOC284412	-9.74315505416931	1.6136065391844e-07	8.23939316501286e-06	38
NCALD	-6.9255828624994	1.61000818913924e-07	8.23939316501286e-06	38
ARPP21	-8.92982736238004	1.62885853684315e-07	8.29390974644825e-06	38
