gene	log2FC	p	padj	n
ENSG00000223972.5	-0.922033091999559	0.621506460542217	0.830122116656126	9
ENSG00000278267.1	0.0928051142159569	0.912670823913879	0.968513571212876	9
ENSG00000227232.5	0.0769961170860231	0.665397409354341	0.853519201088352	9
ENSG00000243485.5	-0.196524719629529	0.830587070011112	0.933462276480483	9
ENSG00000237613.2	3.00377991276793	0.223979326106178	NA	9
ENSG00000239945.1	1.00718101881244	0.281509952463475	0.566641140976765	9
ENSG00000238009.6	0.501111918827932	0.294196624989657	0.579131437091633	9
ENSG00000233750.3	0.356446017818998	0.496728033791133	0.750644616498727	9
ENSG00000268903.1	0.669678595934874	0.443571658914544	0.710602262027022	9
ENSG00000269981.1	-0.0661559749452915	0.916463086893054	0.969609102697851	9
ENSG00000239906.1	0.5945478582169	0.659042505802146	0.850507635274394	9
ENSG00000241860.6	-0.682609048191856	0.244717938009048	0.526032782763752	9
ENSG00000279928.2	-1.90722110853142	0.0559350049316912	0.218845011481571	9
ENSG00000273874.1	-0.259106398461658	0.731005985870853	0.888381562544202	9
ENSG00000279457.4	-0.159438569456915	0.295884771262522	0.580422836278142	9
ENSG00000241670.3	-0.752995954278966	0.182762074962845	0.448169676111379	9
ENSG00000228463.9	-0.443045114081017	0.359178043543222	0.64071139300955	9
ENSG00000236679.2	-0.776328125830231	0.248788424098625	0.530638098888096	9
ENSG00000233653.3	0.357582422010033	0.781685327434597	0.913554608555409	9
ENSG00000250575.1	0.0550031817450847	0.921791687224334	0.971495276344501	9
ENSG00000237094.11	0.222758664866509	0.643218029465012	0.841890809917135	9
ENSG00000225972.1	0.00885647859694735	0.970019335513094	0.989272605075097	9
ENSG00000225630.1	0.0372746581984224	0.621612287465691	0.830135057712141	9
ENSG00000278791.1	0.121944683433912	0.62964691330122	0.834198104214923	9
ENSG00000237973.1	0.191222750655699	0.309143957932342	0.594063674114	9
ENSG00000229344.1	-4.93196402273652	NA	NA	9
ENSG00000240409.1	-0.094876221936918	0.751574495423942	0.899068786550924	9
ENSG00000248527.1	0.0497143990832867	0.762233343460704	0.904205992006321	9
ENSG00000198744.5	0.479561417406296	0.14017170090884	0.384215084113136	9
ENSG00000229376.3	-0.295111056503171	0.736097410321771	0.890920764712461	9
ENSG00000228327.3	-0.0241998441603568	0.955642556990742	0.98390205314311	9
ENSG00000237491.8	0.112644310824165	0.786300855736571	0.915664978134461	9
ENSG00000230092.7	1.15955115133532	0.00844323380347711	0.0607772395257597	9
ENSG00000177757.2	0.930236597046634	0.18966876851241	0.45775811802925	9
ENSG00000225880.5	-0.0199554781178764	0.966466313989902	0.987992185648377	9
ENSG00000230021.8	0.204986455721773	0.626497652953807	0.833111799244222	9
ENSG00000228794.8	0.325568379677935	0.23907812927932	0.520060916113076	9
ENSG00000230368.2	0.0741621385541533	0.896096918025851	0.961637732238318	9
ENSG00000230699.2	0.068739020087661	0.951446520264883	0.982535801399972	9
ENSG00000241180.1	-0.173703463472132	0.900797382116644	0.963483114235426	9
ENSG00000272438.1	0.307970197275174	0.823803178159739	0.930007769072319	9
ENSG00000223764.2	0.0981441751690213	0.90343547080257	0.96462656014821	9
ENSG00000187634.11	-0.377007667464614	0.467504693186175	0.728640591417502	9
ENSG00000188976.10	-0.253781625336758	0.276653763456653	0.561546795320513	9
ENSG00000187961.13	-0.416087222737945	0.25444908968027	0.537510771634166	9
ENSG00000187583.10	-0.178415907360013	0.718662536107647	0.881777195664083	9
ENSG00000187642.9	-0.604677727931711	0.40633900759573	0.681536276834525	9
ENSG00000272512.1	0.773069266776327	0.445356062118624	0.712024747221747	9
ENSG00000188290.10	0.0165112359787549	0.976077368657977	0.991560110760289	9
ENSG00000231702.2	2.68019125319217	0.00531409967722099	0.0435779645722643	9
ENSG00000224969.1	1.96055234201738	0.0509180373315028	0.205892770988572	9
ENSG00000187608.8	2.39460627329548	NA	NA	9
ENSG00000242590.1	0.230924294359107	0.467643719856586	0.72877478750851	9
ENSG00000188157.14	0.133393112751692	0.693354798262019	0.868606021549325	9
ENSG00000273443.1	-0.804093546768359	0.432623653923405	0.701304104364623	9
ENSG00000217801.9	-0.564929507481982	0.339166700175836	0.621880887006826	9
ENSG00000131591.17	-0.280017563266577	0.248792685619901	0.530638098888096	9
ENSG00000186891.13	-0.633120838595947	0.74184962965174	0.893646172714939	9
ENSG00000186827.10	-1.58201296796055	0.0495271958493849	0.202671467116205	9
ENSG00000078808.16	-0.0423396246817832	0.81719210355548	0.927832792913868	9
ENSG00000176022.4	-0.267775210142425	0.0670201224912389	0.244371001378091	9
ENSG00000184163.3	-0.276746160720732	0.473614346299766	0.732895381080831	9
ENSG00000260179.1	-0.237467364634836	0.719517461519868	0.881916929393814	9
ENSG00000160087.20	-0.352230632445754	0.0323664937124489	0.15271768656762	9
ENSG00000230415.1	0.0381951169848182	0.929147789274756	0.974474660749715	9
ENSG00000162572.20	-0.456462832731821	0.217761934298547	0.495098318605989	9
ENSG00000278073.1	0.0057717257424688	0.99746757919267	NA	9
ENSG00000131584.18	-0.554625870556239	0.0770184223909088	0.267720495868585	9
ENSG00000169972.11	-0.650754597846371	0.0103035640094986	0.06993872253447	9
ENSG00000283712.1	-1.16859088594601	0.217128130541335	0.494535863436971	9
ENSG00000240731.1	-0.187819691967084	0.544459648293587	0.78098482174881	9
ENSG00000127054.20	-0.304497941261283	0.0214780866085196	0.116095486790703	9
ENSG00000224051.6	-0.15712495512001	0.403360002674653	0.678949050057067	9
ENSG00000169962.4	-0.201624010790764	0.75452950689763	0.899984521631978	9
ENSG00000284372.1	-0.31020251741302	0.809780275385479	NA	9
ENSG00000107404.19	-0.380094975180841	0.0382627779009073	0.171314729863597	9
ENSG00000162576.16	-0.609573802137522	0.0665675086527634	0.243386626032363	9
ENSG00000175756.13	-0.313159645654067	0.102702381042382	0.318393162848197	9
ENSG00000221978.11	0.0463954342038016	0.792854649296353	0.917600312725734	9
ENSG00000224870.6	-0.0780519760092685	0.440526031699302	0.707740456947775	9
ENSG00000264293.2	-0.167364661762662	0.712582567118668	0.878801840421303	9
ENSG00000242485.5	-0.241929864994121	0.140535081210844	0.384763508951849	9
ENSG00000272455.1	-0.283794439401112	0.252193784323117	0.534591811904144	9
ENSG00000235098.8	-0.721399151128903	0.017438902896128	0.100474348485223	9
ENSG00000225905.1	-0.235543728812987	0.888827050372637	0.959030597369629	9
ENSG00000225285.1	-0.902338406750033	0.407999005126604	0.682341978653288	9
ENSG00000179403.11	-1.86405894406203	2.36709481918112e-05	0.000527425496118511	9
ENSG00000215915.9	-0.553518185213394	0.0259319178989405	0.13176476364148	9
ENSG00000160072.19	-0.321193351451872	0.256075612283761	0.539689075990816	9
ENSG00000197785.13	-0.417908128625601	0.0881307344094494	0.290916987370998	9
ENSG00000205090.8	0.0880491495287656	0.636889759829723	0.838229103259765	9
ENSG00000160075.11	0.0357354537410747	0.677141528043604	0.859413863976189	9
ENSG00000215014.4	0.539764623116472	0.0543843285759686	0.214699599911436	9
ENSG00000228594.3	0.573944691838053	0.153839541426934	0.405135759501259	9
ENSG00000272106.1	0.11006770016246	0.619553514809053	0.828679154824736	9
ENSG00000197530.12	0.339354274166098	0.342807735276534	0.625592533477082	9
ENSG00000189409.13	1.29335907524874	0.000230258965639835	0.00362361823641204	9
ENSG00000248333.8	-0.147469409544208	0.302435799761295	0.58773510410244	9
ENSG00000272004.1	0.604222250283484	0.0928145942112568	0.299760169165013	9
ENSG00000269737.2	-0.00568278772997263	0.990469775669582	0.99593251374541	9
ENSG00000189339.11	0.267318844937748	0.362786646770981	0.643855379580471	9
ENSG00000215914.4	1.30383906819737	5.42511707391648e-06	0.000147344895676193	9
ENSG00000008128.22	-0.0586485463641473	0.686373798569225	0.86503452373222	9
ENSG00000227775.3	-0.428714331648961	0.118144174155842	0.347616512420075	9
ENSG00000268575.1	-0.0376290930853901	0.788126617215014	0.916122398353249	9
ENSG00000215790.6	0.177920596146486	0.584884694356555	0.806434589094799	9
ENSG00000008130.15	-0.0914731919957999	0.463067942488708	0.725248964288602	9
ENSG00000078369.17	-0.147394928285446	0.18624961812574	0.453199158078063	9
ENSG00000231050.1	0.0340629688016234	0.950814666184555	0.982535801399972	9
ENSG00000169885.9	-0.976581734522677	0.0380632022044552	0.170782109597702	9
ENSG00000178821.12	-0.553520460343353	0.387998552293862	0.665006541460156	9
ENSG00000271806.1	-0.322296741804768	0.360399042122251	0.64203496594341	9
ENSG00000182873.5	0.0607416671786966	0.860914258368129	0.947176193466093	9
ENSG00000067606.16	-0.1216158037991	0.683366053327725	0.863298215992915	9
ENSG00000162585.16	-0.00967688989913762	0.945558520760195	0.981112262140599	9
ENSG00000234396.3	-0.859334880333878	0.42446930642585	0.695527860780701	9
ENSG00000157933.9	0.0168900054938754	0.924892039284372	0.972566886670165	9
ENSG00000269896.2	1.32831674682811	0.0138470177802373	0.0858889346098501	9
ENSG00000272420.1	-0.729915919657766	0.72070473355066	0.882299447101048	9
ENSG00000116151.13	0.41193714571074	0.20938052730548	0.484403538473868	9
ENSG00000157916.19	-0.151608971135294	0.368497866788383	0.648835192849055	9
ENSG00000157911.9	-0.0975305200660036	0.434068399738599	0.702570892083515	9
