gene	log2FC	p	padj	n
ENSG00000279457	-0.211186634731334	0.833386935656231	0.945910389204789	6
ENSG00000228463	1.13234545064771	0.366792076590685	NA	6
ENSG00000225972	0.322273901721457	0.613525887789709	0.854360243467526	6
ENSG00000225630	-0.0739496324872586	0.814658260738262	0.939080048409893	6
ENSG00000237973	-0.118774976636075	0.747225556388048	0.915281373555437	6
ENSG00000229344	-0.0788767406855068	0.902856309228878	0.970919661849314	6
ENSG00000240409	-0.500577031473882	0.696565094997942	NA	6
ENSG00000248527	-0.559073003261739	0.225790420387283	0.523800453028423	6
ENSG00000198744	0.289503644945372	0.622318330273954	0.858174615210341	6
ENSG00000228327	-0.0516681433462018	0.948167005398475	0.985491412409489	6
ENSG00000237491	0.403199220743837	0.712672352762301	0.900089928361777	6
ENSG00000177757	0.0208910255696926	0.984554007169465	NA	6
ENSG00000228794	0.636990860036411	0.0545579730659555	0.216786008581629	6
ENSG00000225880	-0.55284997179391	0.614394760632171	NA	6
ENSG00000272438	-2.72821931966505	0.0701591870587714	NA	6
ENSG00000230699	-2.12326566104414	0.0595175818804491	0.229317329385242	6
ENSG00000223764	-2.70341622406187	0.0380918783721505	0.170563140955332	6
ENSG00000187634	-4.2744133435223	0.00741627991826406	0.054005053052909	6
ENSG00000188976	0.446276982784362	0.0574551421258074	0.224117552725531	6
ENSG00000187961	-0.290959019942335	0.572409941222954	0.832604872958211	6
ENSG00000187583	-1.33971532797076	0.444292159429114	NA	6
ENSG00000188290	0.221438885441206	0.775764655573336	0.926384265106859	6
ENSG00000187608	-0.67288918082062	0.248921660144542	0.552828596663901	6
ENSG00000188157	-0.110953853316477	0.825695224869316	0.943288996237846	6
ENSG00000131591	0.16950231809913	0.715663719242437	0.901119634452781	6
ENSG00000078808	-0.303702650446131	0.274426063205699	0.583017190550587	6
ENSG00000176022	-0.165206178103928	0.508028345665552	0.790633236889835	6
ENSG00000184163	-0.652666638309051	0.455060491587387	0.752739949050957	6
ENSG00000260179	0.88128802724902	0.456912851467872	NA	6
ENSG00000160087	0.187392949609857	0.549810335444977	0.816247978042097	6
ENSG00000230415	-0.0553798386591805	0.952912562970657	0.987260925006966	6
ENSG00000162572	0.0684071994221154	0.903831950916835	0.971136689687047	6
ENSG00000131584	0.514279426636659	0.309399944944542	0.618799889889084	6
ENSG00000169972	0.40808477705731	0.451221690929949	0.750719743875719	6
ENSG00000127054	0.214065949904434	0.431866131325433	0.733797036618856	6
ENSG00000240731	-0.362028247174197	0.431398509137412	0.733337093415661	6
ENSG00000224051	0.25203976352081	0.561889439043886	0.8253161320296	6
ENSG00000169962	0.0358152237701316	0.968587719208988	0.992507962493954	6
ENSG00000107404	0.164357764771114	0.723955248501358	0.905356063100853	6
ENSG00000162576	-1.00815273408838	0.0542292306243913	0.215987393896348	6
ENSG00000175756	0.734097679564921	0.0612561959310132	0.234139885686276	6
ENSG00000221978	0.231486673789612	0.496693420215748	0.782389063140431	6
ENSG00000224870	-0.07712837929117	0.803085618217451	0.935022375942621	6
ENSG00000242485	0.446794411185823	0.0150847996743065	0.089402242647413	6
ENSG00000272455	-0.0617628443920757	0.894786395718034	0.968451850293006	6
ENSG00000235098	-0.379251766371797	0.598833646908849	0.845954347996831	6
ENSG00000179403	0.820825493509758	0.129712524581436	0.381067099370676	6
ENSG00000215915	-1.62075532634052	0.240398422890373	NA	6
ENSG00000160072	0.242035247273355	0.679861377722117	0.888970903444438	6
ENSG00000197785	0.660229976718318	0.08795051242399	0.297807576037156	6
ENSG00000205090	-1.2922874201152	0.0822572734402688	0.285932788901024	6
ENSG00000160075	0.0775531290254352	0.690538533697373	0.891387655922391	6
ENSG00000215014	0.0632955621753791	0.891247674291015	0.968429991626247	6
ENSG00000228594	-0.632998171025875	0.0847556840907703	0.290965515410052	6
ENSG00000272106	0.53729380912712	0.130167285976566	0.381599027636406	6
ENSG00000197530	-0.316981270190641	0.425966127313808	0.729441703809007	6
ENSG00000248333	-0.321720285101466	0.16866496177864	0.442660907875616	6
ENSG00000189339	0.212008303194599	0.439275329731712	0.740108532459448	6
ENSG00000269737	0.23347786910819	0.758183675931791	0.920382173767945	6
ENSG00000008128	0.0234172645050625	0.97670023319573	0.993787059355748	6
ENSG00000268575	0.210999944322907	0.74108989522523	0.913165331141868	6
ENSG00000227775	-0.596822544537109	0.27172800592233	0.579968281722555	6
ENSG00000215790	0.285021632944647	0.598967554322444	0.845954347996831	6
ENSG00000008130	0.78449240651192	0.0250352284799976	0.12805879699343	6
ENSG00000078369	0.0292677765453235	0.88967899755742	0.967682465895172	6
ENSG00000231050	0.891236949645265	0.432296254069274	0.734053225817098	6
ENSG00000169885	-0.165311642547401	0.847659716132276	0.952134770154252	6
ENSG00000178821	1.60125757803011	0.112774784167626	NA	6
ENSG00000067606	-2.05507686576064	0.00130063051680927	0.0145137936442307	6
ENSG00000182873	-1.39751548443947	0.0236100268731839	0.122844277314707	6
ENSG00000162585	-0.235564358564986	0.598934637891776	0.845954347996831	6
ENSG00000157933	-0.736003052176563	0.0336014664805292	0.156500505419855	6
ENSG00000116151	-0.265790497113564	0.528828617410209	0.803092451223604	6
ENSG00000269896	-1.22578130669842	0.13871122858696	0.39547456660963	6
ENSG00000157916	-0.0543882077791564	0.854805658860685	0.953756412349045	6
ENSG00000157911	0.779735045982658	0.0137536226331729	0.0841482869787091	6
ENSG00000149527	-1.54781795921634	0.308856998092459	NA	6
ENSG00000157881	0.386176917622098	0.185878285206181	0.468171890685888	6
ENSG00000157873	-0.721997120391138	0.098493843641843	0.321906708487975	6
ENSG00000157870	0.150926632174139	0.672455577534674	0.884915381271581	6
ENSG00000215912	0.356571830891101	0.70544342973769	0.897617464924639	6
ENSG00000177133	-1.17203613564995	0.617171310726761	NA	6
ENSG00000142611	-2.14482912847226	0.00233118545363127	0.0226656166806588	6
ENSG00000272235	-3.18293175410805	0.0914818273191619	NA	6
ENSG00000130762	0.725016258941022	0.328545992655677	0.63797005439304	6
ENSG00000162591	-1.53811546879925	0.0353657785056033	0.16187096261131	6
ENSG00000238260	-1.54887304043144	0.323589514411774	NA	6
ENSG00000158109	0.0523110925077682	0.842363358183005	0.949868720805497	6
ENSG00000116213	-0.00984284992529195	0.982097674216313	0.994692570354271	6
ENSG00000078900	0.99158610684743	0.530434204493397	NA	6
ENSG00000227372	-0.00367950292926675	0.989981155494935	0.9965647740167	6
ENSG00000130764	0.310771520132342	0.237053452868289	0.537363945889595	6
ENSG00000272153	0.561817922554532	0.524027478135176	0.800588981753442	6
ENSG00000116198	0.284810877022255	0.18029363950407	0.459962612143031	6
ENSG00000169598	-0.00996217900415805	0.976294710071631	0.993787059355748	6
ENSG00000198912	0.176131124750144	0.386901596147008	0.693690205506832	6
ENSG00000236423	0.764023261415109	0.249298842195632	0.553440721376179	6
ENSG00000196581	1.15282617284629	0.531690138561402	NA	6
ENSG00000131697	-0.37185829453199	0.462866929565068	0.757797515074551	6
ENSG00000069424	-0.693618938173242	0.098418060687074	0.321786776837825	6
ENSG00000116254	-0.990909006909861	0.389074802514797	NA	6
ENSG00000116251	-0.0634200475451364	0.780207351831037	0.927218984726559	6
ENSG00000226944	-1.10829546061864	0.354725722983814	NA	6
ENSG00000158286	0.12537823518742	0.794517947304858	0.932447193649938	6
ENSG00000116237	-0.108688665875767	0.642093778343323	0.869688927935924	6
ENSG00000158292	0.164447943787924	0.610484956587217	0.85253806474532	6
ENSG00000097021	-0.48987827902656	0.290475367630401	0.600526284905528	6
ENSG00000069812	2.02860357258421	0.138490879806417	NA	6
ENSG00000187017	0.784671210496381	0.496739132592852	NA	6
ENSG00000215788	-1.51687722603767	0.180186061842428	0.459759909317935	6
ENSG00000171680	-2.10003673167724	0.00406145142445272	0.0347288788462563	6
ENSG00000162408	-0.0987926760900542	0.671630964096804	0.884643944503175	6
ENSG00000229519	-2.30903284938759	0.162822833674562	NA	6
ENSG00000204859	-0.197905520933539	0.600253217043309	0.846529984394526	6
ENSG00000162413	0.846067554996264	0.0866511861457958	0.295242515863166	6
ENSG00000116273	0.403424166079469	0.182916154233952	0.4639021547342	6
ENSG00000041988	1.04094659606245	0.00217120083294728	0.0214989650012248	6
ENSG00000007923	0.60267994710231	0.0123325603129496	0.0779028964436247	6
ENSG00000237436	-0.720687715897365	0.657498664125531	NA	6
ENSG00000171735	-0.174180229170312	0.39665037751908	0.702390162296771	6
ENSG00000049245	0.244321756768701	0.252417124774722	0.556584186109679	6
ENSG00000269925	-0.568956267754794	0.537437911409661	0.808878196991819	6
ENSG00000049246	1.13054953332546	0.00380484079230901	0.033121159357118	6
ENSG00000116288	0.359510530911122	0.156201829296627	0.424059605227098	6
ENSG00000116285	-0.790966548901896	0.00193928227311017	0.0196793212916232	6
ENSG00000238290	0.643210308842411	0.578836144141628	NA	6
ENSG00000162426	-1.76307503686481	0.000649650599756616	0.0085195230166887	6
ENSG00000142599	0.383278148504136	0.0729405540055121	0.263184244094149	6
ENSG00000232912	-1.3897860424195	0.399441429075012	NA	6
ENSG00000074800	0.0451090445205798	0.893274789823039	0.968451850293006	6
ENSG00000236269	-0.739164072742995	0.618607070952444	NA	6
ENSG00000142583	1.73296330905259	0.00135812401124129	0.014931144139726	6
ENSG00000180758	0.100186107898007	0.796754508200975	0.933381777145793	6
ENSG00000228526	0.0974754403578759	0.840848771528436	0.949289175945045	6
ENSG00000234546	-0.687259252972322	0.129592781873756	0.380971551532489	6
ENSG00000281937	-0.67924327499421	0.42824026348369	0.730713341563335	6
ENSG00000049239	-0.834630185434995	0.0442430165859598	0.188601000038402	6
ENSG00000171621	-0.237275137916855	0.402012321598062	0.707467737111651	6
ENSG00000235263	4.59722472128429	0.0488365289634198	NA	6
ENSG00000171612	1.28613437169784	0.000220131645434611	0.00371001251501548	6
ENSG00000231181	2.12101915828617	0.220625048113761	NA	6
ENSG00000188807	0.459459519646328	0.25638953537037	0.562309649078993	6
ENSG00000171608	-0.588426251209239	0.191317071811006	0.475537658246304	6
ENSG00000231789	-0.465961835032617	0.537347315745415	0.808878196991819	6
ENSG00000171603	-0.806128717426725	0.00935820637958386	0.0648528859234578	6
ENSG00000178585	0.0186808089237638	0.959714009195693	0.989028037936715	6
ENSG00000162441	0.0789336690849379	0.761620188903031	0.92180043089367	6
ENSG00000228150	-0.277879724986548	0.824623921567051	NA	6
ENSG00000173614	0.317436125087098	0.168553687106424	0.442444003191592	6
ENSG00000162444	1.15833671108752	0.405869625496936	NA	6
ENSG00000130939	0.0134730777606578	0.944176347970008	0.98497216821743	6
ENSG00000054523	0.551979242070355	0.00665368639410175	0.0497233330282127	6
ENSG00000142657	0.769482079252517	0.0156996542309601	0.091827530364127	6
ENSG00000175279	-0.235164624127189	0.615564137982745	0.855985672844191	6
ENSG00000241563	1.73372394642836	0.203020377385941	NA	6
ENSG00000160049	0.249862209456311	0.339985879400655	0.649549787998548	6
ENSG00000142655	0.640257036407141	0.000778064458744414	0.00980709157405835	6
ENSG00000130940	2.17808687692562	6.78305075392242e-05	0.00151695367613028	6
ENSG00000272078	3.13792734703298	0.0322079914132082	NA	6
ENSG00000120948	0.127980275695328	0.656054051916333	0.877488333640072	6
ENSG00000009724	-0.126607155350103	0.825619865704898	0.943288996237846	6
ENSG00000271895	-1.0988518676291	0.111662213820394	0.348603246121556	6
ENSG00000116649	-0.213593041700909	0.434132325805574	0.735155921096905	6
ENSG00000171824	-0.241853467101389	0.37314617001316	0.681357487699669	6
ENSG00000230337	0.909298735384293	0.219483465123876	0.516349933493327	6
ENSG00000198793	0.580344872108057	0.00583597290650712	0.0450455548043335	6
ENSG00000171819	-5.06789730970638	0.000284638222453498	0.00453977137626321	6
ENSG00000120942	0.327461499968596	0.176873725983431	0.454643344713386	6
ENSG00000116661	-1.76888135791394	0.196959598560387	NA	6
ENSG00000132879	0.21341511409531	0.623509651671701	0.858524054487939	6
ENSG00000116663	0.341048286677134	0.589492873215838	0.840921609268831	6
ENSG00000116670	-0.193179558144114	0.599982177274195	0.846529984394526	6
ENSG00000162490	-1.3652813504636	0.417757493395051	NA	6
ENSG00000177674	-1.627551564153	0.00497454125790503	0.0402393866819551	6
ENSG00000177000	0.165458465757631	0.621173882916846	0.857820290193655	6
ENSG00000011021	0.74340652560474	0.00012979362853982	0.00250265125460133	6
ENSG00000242349	0.399870283393994	0.787097840927985	NA	6
ENSG00000116685	-0.0947433287220828	0.813560909604372	0.938543063313265	6
ENSG00000083444	-0.363038219058559	0.353756163348077	0.663550147983894	6
ENSG00000116688	0.812067928177695	0.00172439515315169	0.0179671204357705	6
ENSG00000116691	0.373700048859195	0.444877100443719	0.745447719429281	6
ENSG00000028137	0.105188135913002	0.800265905452588	0.934621236378826	6
ENSG00000048707	-0.0893411818161142	0.699240482079803	0.895371686522579	6
ENSG00000229484	0.912480045355358	0.471328624598984	NA	6
ENSG00000162496	0.102176328097823	0.688795000814651	0.890926550622511	6
ENSG00000221340	0.307143598037005	0.850683954398487	NA	6
ENSG00000272482	0.138027034906251	0.810554036715916	0.937455775891885	6
ENSG00000204518	-1.07031778612642	0.284696284281905	NA	6
ENSG00000188984	1.54889796697936	0.345354081572119	NA	6
ENSG00000162493	-0.530801299066151	0.441913947690644	0.743022649063731	6
ENSG00000116731	-0.0782338527275258	0.826547007093226	0.94360268658939	6
ENSG00000189337	-0.205058880364343	0.455467549729733	0.752797197516351	6
